_op,ScheduleDateLocalId,CalendarDate,Organisation.RefId,Term.LocalId,Schedule.LocalId,AcademicDay.LocalId,BellSchedule.LocalId,SchedulePeriodList.SchedulePeriodTime.Period.LocalId,SchedulePeriodList.SchedulePeriodTime.StartTime,SchedulePeriodList.SchedulePeriodTime.EndTime,RecordAudit.CreatedDateTime,RecordAudit.LastUpdatedDateTime
upsert,8007_2020_118,2020-08-12,8007,2020_8007_T3,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:36:00+1200,2020-05-27T15:36:15+1200,2020-05-27T15:36:30+1200,2020-05-27T15:36:45+1200,2020-05-27T15:37:00+1200,2020-05-27T15:37:15+1200","2020-05-27T15:36:00+1200,2020-05-27T15:36:15+1200,2020-05-27T15:36:30+1200,2020-05-27T15:36:45+1200,2020-05-27T15:37:00+1200,2020-05-27T15:37:15+1200"
upsert,8007_2020_119,2020-08-13,8007,2020_8007_T3,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:37:29+1200,2020-05-27T15:37:45+1200,2020-05-27T15:38:00+1200,2020-05-27T15:38:15+1200,2020-05-27T15:38:30+1200,2020-05-27T15:38:45+1200","2020-05-27T15:37:29+1200,2020-05-27T15:37:45+1200,2020-05-27T15:38:00+1200,2020-05-27T15:38:15+1200,2020-05-27T15:38:30+1200,2020-05-27T15:38:45+1200"
upsert,8007_2020_120,2020-08-14,8007,2020_8007_T3,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:38:59+1200,2020-05-27T15:39:15+1200,2020-05-27T15:39:30+1200,2020-05-27T15:39:45+1200,2020-05-27T15:40:00+1200,2020-05-27T15:40:15+1200","2020-05-27T15:38:59+1200,2020-05-27T15:39:15+1200,2020-05-27T15:39:30+1200,2020-05-27T15:39:45+1200,2020-05-27T15:40:00+1200,2020-05-27T15:40:15+1200"
upsert,8007_2020_121,2020-08-17,8007,2020_8007_T3,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:40:30+1200,2020-05-27T15:40:45+1200,2020-05-27T15:41:00+1200,2020-05-27T15:41:15+1200,2020-05-27T15:41:29+1200,2020-05-27T15:41:45+1200","2020-05-27T15:40:30+1200,2020-05-27T15:40:45+1200,2020-05-27T15:41:00+1200,2020-05-27T15:41:15+1200,2020-05-27T15:41:29+1200,2020-05-27T15:41:45+1200"
upsert,8007_2020_122,2020-08-18,8007,2020_8007_T3,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:42:00+1200,2020-05-27T15:42:15+1200,2020-05-27T15:42:30+1200,2020-05-27T15:42:45+1200,2020-05-27T15:43:00+1200,2020-05-27T15:43:15+1200","2020-05-27T15:42:00+1200,2020-05-27T15:42:15+1200,2020-05-27T15:42:30+1200,2020-05-27T15:42:45+1200,2020-05-27T15:43:00+1200,2020-05-27T15:43:15+1200"
upsert,8007_2020_123,2020-08-19,8007,2020_8007_T3,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:43:30+1200,2020-05-27T15:43:45+1200,2020-05-27T15:44:00+1200,2020-05-27T15:44:15+1200,2020-05-27T15:44:30+1200,2020-05-27T15:44:45+1200","2020-05-27T15:43:30+1200,2020-05-27T15:43:45+1200,2020-05-27T15:44:00+1200,2020-05-27T15:44:15+1200,2020-05-27T15:44:30+1200,2020-05-27T15:44:45+1200"
upsert,8007_2020_124,2020-08-20,8007,2020_8007_T3,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:45:00+1200,2020-05-27T15:45:15+1200,2020-05-27T15:45:30+1200,2020-05-27T15:45:45+1200,2020-05-27T15:46:00+1200,2020-05-27T15:46:14+1200","2020-05-27T15:45:00+1200,2020-05-27T15:45:15+1200,2020-05-27T15:45:30+1200,2020-05-27T15:45:45+1200,2020-05-27T15:46:00+1200,2020-05-27T15:46:14+1200"
upsert,8007_2020_125,2020-08-21,8007,2020_8007_T3,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:46:30+1200,2020-05-27T15:46:45+1200,2020-05-27T15:47:00+1200,2020-05-27T15:47:15+1200,2020-05-27T15:47:30+1200,2020-05-27T15:47:45+1200","2020-05-27T15:46:30+1200,2020-05-27T15:46:45+1200,2020-05-27T15:47:00+1200,2020-05-27T15:47:15+1200,2020-05-27T15:47:30+1200,2020-05-27T15:47:45+1200"
upsert,8007_2020_126,2020-08-24,8007,2020_8007_T3,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:48:00+1200,2020-05-27T15:48:15+1200,2020-05-27T15:48:30+1200,2020-05-27T15:48:44+1200,2020-05-27T15:49:00+1200,2020-05-27T15:49:15+1200","2020-05-27T15:48:00+1200,2020-05-27T15:48:15+1200,2020-05-27T15:48:30+1200,2020-05-27T15:48:44+1200,2020-05-27T15:49:00+1200,2020-05-27T15:49:15+1200"
upsert,8007_2020_127,2020-08-25,8007,2020_8007_T3,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:49:30+1200,2020-05-27T15:49:45+1200,2020-05-27T15:50:00+1200,2020-05-27T15:50:14+1200,2020-05-27T15:50:30+1200,2020-05-27T15:50:45+1200","2020-05-27T15:49:30+1200,2020-05-27T15:49:45+1200,2020-05-27T15:50:00+1200,2020-05-27T15:50:14+1200,2020-05-27T15:50:30+1200,2020-05-27T15:50:45+1200"
upsert,8007_2020_128,2020-08-26,8007,2020_8007_T3,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:51:00+1200,2020-05-27T15:51:15+1200,2020-05-27T15:51:30+1200,2020-05-27T15:51:45+1200,2020-05-27T15:52:00+1200,2020-05-27T15:52:15+1200","2020-05-27T15:51:00+1200,2020-05-27T15:51:15+1200,2020-05-27T15:51:30+1200,2020-05-27T15:51:45+1200,2020-05-27T15:52:00+1200,2020-05-27T15:52:15+1200"
upsert,8007_2020_129,2020-08-27,8007,2020_8007_T3,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:52:30+1200,2020-05-27T15:52:44+1200,2020-05-27T15:53:00+1200,2020-05-27T15:53:15+1200,2020-05-27T15:53:30+1200,2020-05-27T15:53:45+1200","2020-05-27T15:52:30+1200,2020-05-27T15:52:44+1200,2020-05-27T15:53:00+1200,2020-05-27T15:53:15+1200,2020-05-27T15:53:30+1200,2020-05-27T15:53:45+1200"
upsert,8007_2020_130,2020-08-28,8007,2020_8007_T3,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:54:00+1200,2020-05-27T15:54:15+1200,2020-05-27T15:54:30+1200,2020-05-27T15:54:45+1200,2020-05-27T15:55:00+1200,2020-05-27T15:55:15+1200","2020-05-27T15:54:00+1200,2020-05-27T15:54:15+1200,2020-05-27T15:54:30+1200,2020-05-27T15:54:45+1200,2020-05-27T15:55:00+1200,2020-05-27T15:55:15+1200"
upsert,8007_2020_131,2020-08-31,8007,2020_8007_T3,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:55:30+1200,2020-05-27T15:55:45+1200,2020-05-27T15:56:00+1200,2020-05-27T15:56:15+1200,2020-05-27T15:56:30+1200,2020-05-27T15:56:45+1200","2020-05-27T15:55:30+1200,2020-05-27T15:55:45+1200,2020-05-27T15:56:00+1200,2020-05-27T15:56:15+1200,2020-05-27T15:56:30+1200,2020-05-27T15:56:45+1200"
upsert,8007_2020_132,2020-09-01,8007,2020_8007_T3,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:57:00+1200,2020-05-27T15:57:15+1200,2020-05-27T15:57:29+1200,2020-05-27T15:57:45+1200,2020-05-27T15:58:00+1200,2020-05-27T15:58:15+1200","2020-05-27T15:57:00+1200,2020-05-27T15:57:15+1200,2020-05-27T15:57:29+1200,2020-05-27T15:57:45+1200,2020-05-27T15:58:00+1200,2020-05-27T15:58:15+1200"
upsert,8007_2020_133,2020-09-02,8007,2020_8007_T3,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:58:30+1200,2020-05-27T15:58:45+1200,2020-05-27T15:59:00+1200,2020-05-27T15:59:15+1200,2020-05-27T15:59:30+1200,2020-05-27T15:59:45+1200","2020-05-27T15:58:30+1200,2020-05-27T15:58:45+1200,2020-05-27T15:59:00+1200,2020-05-27T15:59:15+1200,2020-05-27T15:59:30+1200,2020-05-27T15:59:45+1200"
upsert,8007_2020_134,2020-09-03,8007,2020_8007_T3,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T15:59:59+1200,2020-05-27T16:00:15+1200,2020-05-27T16:00:30+1200,2020-05-27T16:00:45+1200,2020-05-27T16:01:00+1200,2020-05-27T16:01:15+1200","2020-05-27T15:59:59+1200,2020-05-27T16:00:15+1200,2020-05-27T16:00:30+1200,2020-05-27T16:00:45+1200,2020-05-27T16:01:00+1200,2020-05-27T16:01:15+1200"
upsert,8007_2020_135,2020-09-04,8007,2020_8007_T3,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:01:29+1200,2020-05-27T16:01:45+1200,2020-05-27T16:02:00+1200,2020-05-27T16:02:15+1200,2020-05-27T16:02:30+1200,2020-05-27T16:02:45+1200","2020-05-27T16:01:29+1200,2020-05-27T16:01:45+1200,2020-05-27T16:02:00+1200,2020-05-27T16:02:15+1200,2020-05-27T16:02:30+1200,2020-05-27T16:02:45+1200"
upsert,8007_2020_136,2020-09-07,8007,2020_8007_T3,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:03:00+1200,2020-05-27T16:03:15+1200,2020-05-27T16:03:30+1200,2020-05-27T16:03:45+1200,2020-05-27T16:03:59+1200,2020-05-27T16:04:15+1200","2020-05-27T16:03:00+1200,2020-05-27T16:03:15+1200,2020-05-27T16:03:30+1200,2020-05-27T16:03:45+1200,2020-05-27T16:03:59+1200,2020-05-27T16:04:15+1200"
upsert,8007_2020_137,2020-09-08,8007,2020_8007_T3,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:04:30+1200,2020-05-27T16:04:45+1200,2020-05-27T16:05:00+1200,2020-05-27T16:05:15+1200,2020-05-27T16:05:30+1200,2020-05-27T16:05:45+1200","2020-05-27T16:04:30+1200,2020-05-27T16:04:45+1200,2020-05-27T16:05:00+1200,2020-05-27T16:05:15+1200,2020-05-27T16:05:30+1200,2020-05-27T16:05:45+1200"
upsert,8007_2020_138,2020-09-09,8007,2020_8007_T3,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:06:00+1200,2020-05-27T16:06:15+1200,2020-05-27T16:06:30+1200,2020-05-27T16:06:45+1200,2020-05-27T16:07:00+1200,2020-05-27T16:07:15+1200","2020-05-27T16:06:00+1200,2020-05-27T16:06:15+1200,2020-05-27T16:06:30+1200,2020-05-27T16:06:45+1200,2020-05-27T16:07:00+1200,2020-05-27T16:07:15+1200"
upsert,8007_2020_139,2020-09-10,8007,2020_8007_T3,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:07:30+1200,2020-05-27T16:07:45+1200,2020-05-27T16:08:00+1200,2020-05-27T16:08:15+1200,2020-05-27T16:08:30+1200,2020-05-27T16:08:44+1200","2020-05-27T16:07:30+1200,2020-05-27T16:07:45+1200,2020-05-27T16:08:00+1200,2020-05-27T16:08:15+1200,2020-05-27T16:08:30+1200,2020-05-27T16:08:44+1200"
upsert,8007_2020_140,2020-09-11,8007,2020_8007_T3,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:09:00+1200,2020-05-27T16:09:15+1200,2020-05-27T16:09:30+1200,2020-05-27T16:09:45+1200,2020-05-27T16:10:00+1200,2020-05-27T16:10:15+1200","2020-05-27T16:09:00+1200,2020-05-27T16:09:15+1200,2020-05-27T16:09:30+1200,2020-05-27T16:09:45+1200,2020-05-27T16:10:00+1200,2020-05-27T16:10:15+1200"
upsert,8007_2020_141,2020-09-14,8007,2020_8007_T3,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:10:30+1200,2020-05-27T16:10:45+1200,2020-05-27T16:11:00+1200,2020-05-27T16:11:14+1200,2020-05-27T16:11:30+1200,2020-05-27T16:11:45+1200","2020-05-27T16:10:30+1200,2020-05-27T16:10:45+1200,2020-05-27T16:11:00+1200,2020-05-27T16:11:14+1200,2020-05-27T16:11:30+1200,2020-05-27T16:11:45+1200"
upsert,8007_2020_142,2020-09-15,8007,2020_8007_T3,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:12:00+1200,2020-05-27T16:12:15+1200,2020-05-27T16:12:30+1200,2020-05-27T16:12:44+1200,2020-05-27T16:13:00+1200,2020-05-27T16:13:15+1200","2020-05-27T16:12:00+1200,2020-05-27T16:12:15+1200,2020-05-27T16:12:30+1200,2020-05-27T16:12:44+1200,2020-05-27T16:13:00+1200,2020-05-27T16:13:15+1200"
upsert,8007_2020_143,2020-09-16,8007,2020_8007_T3,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:13:30+1200,2020-05-27T16:13:45+1200,2020-05-27T16:14:00+1200,2020-05-27T16:14:15+1200,2020-05-27T16:14:30+1200,2020-05-27T16:14:45+1200","2020-05-27T16:13:30+1200,2020-05-27T16:13:45+1200,2020-05-27T16:14:00+1200,2020-05-27T16:14:15+1200,2020-05-27T16:14:30+1200,2020-05-27T16:14:45+1200"
upsert,8007_2020_144,2020-09-17,8007,2020_8007_T3,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:15:00+1200,2020-05-27T16:15:14+1200,2020-05-27T16:15:30+1200,2020-05-27T16:15:45+1200,2020-05-27T16:16:00+1200,2020-05-27T16:16:15+1200","2020-05-27T16:15:00+1200,2020-05-27T16:15:14+1200,2020-05-27T16:15:30+1200,2020-05-27T16:15:45+1200,2020-05-27T16:16:00+1200,2020-05-27T16:16:15+1200"
upsert,8007_2020_145,2020-09-18,8007,2020_8007_T3,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:16:30+1200,2020-05-27T16:16:45+1200,2020-05-27T16:17:00+1200,2020-05-27T16:17:15+1200,2020-05-27T16:17:30+1200,2020-05-27T16:17:45+1200","2020-05-27T16:16:30+1200,2020-05-27T16:16:45+1200,2020-05-27T16:17:00+1200,2020-05-27T16:17:15+1200,2020-05-27T16:17:30+1200,2020-05-27T16:17:45+1200"
upsert,8007_2020_146,2020-09-21,8007,2020_8007_T3,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:18:00+1200,2020-05-27T16:18:15+1200,2020-05-27T16:18:30+1200,2020-05-27T16:18:45+1200,2020-05-27T16:19:00+1200,2020-05-27T16:19:15+1200","2020-05-27T16:18:00+1200,2020-05-27T16:18:15+1200,2020-05-27T16:18:30+1200,2020-05-27T16:18:45+1200,2020-05-27T16:19:00+1200,2020-05-27T16:19:15+1200"
upsert,8007_2020_147,2020-09-22,8007,2020_8007_T3,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:19:30+1200,2020-05-27T16:19:45+1200,2020-05-27T16:19:59+1200,2020-05-27T16:20:15+1200,2020-05-27T16:20:30+1200,2020-05-27T16:20:45+1200","2020-05-27T16:19:30+1200,2020-05-27T16:19:45+1200,2020-05-27T16:19:59+1200,2020-05-27T16:20:15+1200,2020-05-27T16:20:30+1200,2020-05-27T16:20:45+1200"
upsert,8007_2020_148,2020-09-23,8007,2020_8007_T3,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:21:00+1200,2020-05-27T16:21:15+1200,2020-05-27T16:21:30+1200,2020-05-27T16:21:45+1200,2020-05-27T16:22:00+1200,2020-05-27T16:22:15+1200","2020-05-27T16:21:00+1200,2020-05-27T16:21:15+1200,2020-05-27T16:21:30+1200,2020-05-27T16:21:45+1200,2020-05-27T16:22:00+1200,2020-05-27T16:22:15+1200"
upsert,8007_2020_149,2020-09-24,8007,2020_8007_T3,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:22:29+1200,2020-05-27T16:22:45+1200,2020-05-27T16:23:00+1200,2020-05-27T16:23:15+1200,2020-05-27T16:23:30+1200,2020-05-27T16:23:45+1200","2020-05-27T16:22:29+1200,2020-05-27T16:22:45+1200,2020-05-27T16:23:00+1200,2020-05-27T16:23:15+1200,2020-05-27T16:23:30+1200,2020-05-27T16:23:45+1200"
upsert,8007_2020_150,2020-09-25,8007,2020_8007_T3,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:23:59+1200,2020-05-27T16:24:15+1200,2020-05-27T16:24:30+1200,2020-05-27T16:24:45+1200,2020-05-27T16:25:00+1200,2020-05-27T16:25:15+1200","2020-05-27T16:23:59+1200,2020-05-27T16:24:15+1200,2020-05-27T16:24:30+1200,2020-05-27T16:24:45+1200,2020-05-27T16:25:00+1200,2020-05-27T16:25:15+1200"
upsert,8007_2020_151,2020-10-12,8007,2020_8007_T4,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:25:30+1200,2020-05-27T16:25:45+1200,2020-05-27T16:26:00+1200,2020-05-27T16:26:15+1200,2020-05-27T16:26:29+1200,2020-05-27T16:26:45+1200","2020-05-27T16:25:30+1200,2020-05-27T16:25:45+1200,2020-05-27T16:26:00+1200,2020-05-27T16:26:15+1200,2020-05-27T16:26:29+1200,2020-05-27T16:26:45+1200"
upsert,8007_2020_152,2020-10-13,8007,2020_8007_T4,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T16:27:00+1200,2020-05-27T16:27:15+1200,2020-05-27T16:27:30+1200,2020-05-27T16:27:45+1200,2020-05-27T16:28:00+1200,2020-05-27T16:28:15+1200","2020-05-27T16:27:00+1200,2020-05-27T16:27:15+1200,2020-05-27T16:27:30+1200,2020-05-27T16:27:45+1200,2020-05-27T16:28:00+1200,2020-05-27T16:28:15+1200"
