_op,ScheduleDateLocalId,CalendarDate,Organisation.RefId,Term.LocalId,Schedule.LocalId,AcademicDay.LocalId,BellSchedule.LocalId,SchedulePeriodList.SchedulePeriodTime.Period.LocalId,SchedulePeriodList.SchedulePeriodTime.StartTime,SchedulePeriodList.SchedulePeriodTime.EndTime
upsert,8007_2020_159,2020-10-22T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_160,2020-10-23T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_161,2020-10-27T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_162,2020-10-28T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_163,2020-10-29T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_164,2020-10-30T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_165,2020-11-02T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_166,2020-11-03T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_167,2020-11-04T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_168,2020-11-05T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_169,2020-11-06T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_170,2020-11-09T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_171,2020-11-10T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_172,2020-11-11T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_173,2020-11-12T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_174,2020-11-13T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_175,2020-11-16T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_176,2020-11-17T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_177,2020-11-18T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_178,2020-11-19T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_179,2020-11-20T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_180,2020-11-23T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_181,2020-11-24T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_182,2020-11-25T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_183,2020-11-26T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_184,2020-11-27T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_185,2020-11-30T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_186,2020-12-01T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_187,2020-12-02T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_188,2020-12-03T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_189,2020-12-04T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_190,2020-12-07T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_191,2020-12-08T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_192,2020-12-09T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_193,2020-12-10T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_194,2020-12-11T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_B,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_195,2020-12-14T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_C,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_196,2020-12-15T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_D,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_197,2020-12-16T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_E,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_198,2020-12-17T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_F,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8007_2020_199,2020-12-18T00:00:00+12:00,8007,2020_8007_T4,8007_Sched_2020,8007_Day_A,8007_Regular,"8007_HR,8007_P1,8007_P2,8007_P3,8007_P4,8007_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_001,2020-01-27T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_A,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_002,2020-01-28T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_B,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_003,2020-01-29T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_C,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_004,2020-01-30T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_D,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_005,2020-01-31T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_E,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_006,2020-02-03T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_F,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_007,2020-02-04T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_A,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_008,2020-02-05T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_B,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_009,2020-02-07T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_C,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_010,2020-02-10T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_D,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_011,2020-02-11T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_E,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_012,2020-02-12T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_F,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_013,2020-02-13T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_A,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_014,2020-02-14T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_B,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_015,2020-02-17T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_C,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_016,2020-02-18T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_D,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_017,2020-02-19T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_E,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_018,2020-02-20T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_F,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_019,2020-02-21T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_A,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
upsert,8008_2020_020,2020-02-24T00:00:00+12:00,8008,2020_8008_T1,8008_Sched_2020,8008_Day_B,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+12:00,09:00:00+12:00,09:55:00+12:00,11:00:00+12:00,12:40:00+12:00,13:45:00+12:00","08:55:00+12:00,09:50:00+12:00,10:45:00+12:00,11:50:00+12:00,13:30:00+12:00,14:45:00+12:00"
